graph,c,n,prc,phase_length,delay,initial_positions,lambda2,converged,steps_to_converge,repeated,steps_to_repeat
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,0,,1,37.0
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,37.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,67.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,27.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,107.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,0,,1,347.0
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,67.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,107.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,67.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,107.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,87.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,57.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,0,,1,367.0
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,67.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,67.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,107.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,37.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,107.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,67.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,67.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,67.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,67.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,57.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,67.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,37.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,27.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,67.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,0,,1,387.0
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,185.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,27.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,147.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,67.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,87.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,0,,1,387.0
dumbbell,17,10,x,10,5,random,0.011265203834057672,0,,1,387.0
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,127.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,0,,1,388.0
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,67.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,87.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,164.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,97.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,173.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,67.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,57.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,67.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,87.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,67.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,0,,1,387.0
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,166.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,67.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,87.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,107.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,27.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,87.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,67.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,193.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,57.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,147.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,27.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,27.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,67.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,87.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,173.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,0,,1,77.0
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,87.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,165.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,67.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,0,,1,407.0
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,87.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,97.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,57.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,37.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,0,,1,387.0
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,67.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,27.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,67.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,0,,1,387.0
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,27.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,47.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,107.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,165.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,77.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,27.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,0,,1,387.0
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,57.0,0,
dumbbell,17,10,x,10,5,random,0.011265203834057672,1,67.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,57.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,87.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,67.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,37.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,57.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,67.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,67.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,0,,1,137.0
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,185.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,0,,1,397.0
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,27.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,87.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,0,,1,57.0
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,97.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,37.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,67.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,0,,1,445.0
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,87.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,0,,1,427.0
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,57.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,185.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,233.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,107.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,253.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,185.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,185.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,147.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,87.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,0,,1,407.0
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,107.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,165.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,87.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,67.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,67.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,67.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,185.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,27.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,77.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,203.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,67.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,67.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,174.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,194.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,87.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,185.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,97.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,184.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,175.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,184.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,185.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,184.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,57.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,67.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,0,,1,427.0
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,57.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,37.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,87.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,57.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,0,,1,407.0
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,67.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,67.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,233.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,87.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,67.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,87.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,67.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,0,,1,467.0
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,67.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,0,,1,417.0
dumbbell,18,10,x,10,5,random,0.010059662937214548,0,,1,427.0
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,47.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,184.0,0,
dumbbell,18,10,x,10,5,random,0.010059662937214548,1,37.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,87.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,57.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,185.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,27.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,67.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,185.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,57.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,27.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,195.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,77.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,127.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,37.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,27.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,87.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,87.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,185.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,67.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,185.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,67.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,185.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,253.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,27.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,87.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,184.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,0,,1,427.0
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,193.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,0,,1,37.0
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,37.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,193.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,67.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,107.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,204.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,185.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,37.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,67.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,0,,1,77.0
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,0,,1,417.0
dumbbell,19,10,x,10,5,random,0.009037265730883853,0,,1,427.0
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,67.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,67.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,87.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,0,,1,407.0
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,185.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,67.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,67.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,0,,1,447.0
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,57.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,0,,1,37.0
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,164.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,67.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,67.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,67.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,67.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,194.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,67.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,0,,1,77.0
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,87.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,67.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,185.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,77.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,185.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,185.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,67.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,67.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,195.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,184.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,127.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,107.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,185.0,0,
dumbbell,19,10,x,10,5,random,0.009037265730883853,1,47.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,67.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,47.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,87.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,47.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,57.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,47.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,47.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,47.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,67.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,87.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,67.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,47.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,47.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,205.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,204.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,233.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,87.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,47.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,27.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,27.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,0,,1,545.0
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,67.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,87.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,67.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,204.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,194.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,67.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,47.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,67.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,87.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,57.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,0,,1,428.0
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,205.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,27.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,27.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,47.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,47.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,205.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,372.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,0,,1,447.0
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,27.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,67.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,67.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,47.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,47.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,47.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,67.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,47.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,67.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,47.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,47.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,127.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,204.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,107.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,0,,1,487.0
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,107.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,205.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,47.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,107.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,47.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,47.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,47.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,87.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,1,27.0,0,
dumbbell,20,10,x,10,5,random,0.008162799892648055,0,,1,77.0
